id	vernacularName	language	locality
108966	milhãzinho	PORTUGUES	RN
109036	capim-amargoso, capim-pororó	PORTUGUES	ES
109067	imbaúba do vinho	PORTUGUES	Amazonas
109187	roseta	PORTUGUES	Santa Catarina
109191	macega brava, macega branca do banhado	PORTUGUES	Sul
109302	Grama-de-macaé	PORTUGUES	Sul
109624	saponária	PORTUGUES	SP
109625	alfinete	PORTUGUES	MG e RJ
109626	alfinete	PORTUGUES	MG, RS
109626	alfinete-da-terra	PORTUGUES	SP, PR
109626	rosa-do-campo	PORTUGUES	RS
109630	espérgula	PORTUGUES	RS, SP
109630	gorga	PORTUGUES	RS
109630	pega-pinto	PORTUGUES	RS, SP
109633	alfinete-da-terra	PORTUGUES	PR
109636	gipsofila	PORTUGUES	SP, MG, PR
109636	mosquitinho	PORTUGUES	MG, PR
109653	agrostema	PORTUGUES	RS
109718	Cedro Bravo	PORTUGUES	Bahia
109718	Potumuju	PORTUGUES	Bahia
109719	louro vermelha	PORTUGUES	Amazonas
109719	Macacaúba	PORTUGUES	Amazonas
109764	cravo-branco	PORTUGUES	SP
109765	cravina-dos-jardins	PORTUGUES	SP
109765	cravinha	PORTUGUES	SP
109765	cravo	PORTUGUES	SP
109766	cravina-roxa	PORTUGUES	Brasil
109770	itauba-rana	PORTUGUES	norte
109770	tentinho	PORTUGUES	norte
109811	Angiquim	PORTUGUES	MG
109865	Jacarandá-pitanga	PORTUGUES	S (PR)
109865	Sacambú	PORTUGUES	SE (SP)
109875	azulzinha	PORTUGUES	
109875	mimo-do-céu	PORTUGUES	
109896	blackheart	INGLES	Guiana
109915	cravina	PORTUGUES	MG
110054	amendoim bravo	PORTUGUES	Centro-oeste
110084	paratudo	PORTUGUES	Sudeste
110196	aneto	PORTUGUES	sul
110196	endão	PORTUGUES	sul
110196	endro	PORTUGUES	sul
110221	Ata	PORTUGUES	
110221	Invireira	PORTUGUES	
110221	Laimtare	PORTUGUES	
110226	Aratiaeum brabo	PORTUGUES	
110226	Paixinho	PORTUGUES	
110229	Envira	PORTUGUES	
110231	Envireira	PORTUGUES	
110234	Pindahyba	PORTUGUES	
110237	Pinha do mato	PORTUGUES	
110238	Ata brava	PORTUGUES	Norte
110240	Ata	PORTUGUES	Norte
110241	Araticú	PORTUGUES	
110241	Biribá do mato	PORTUGUES	
110241	Pinha do mato	PORTUGUES	
110242	Fungo	PORTUGUES	
110244	Araticum macho	PORTUGUES	
110244	Ata brava	PORTUGUES	
110244	Biribá brava	PORTUGUES	
110244	Envira bobó	PORTUGUES	
110244	Envira preta	PORTUGUES	
110244	Envireira	PORTUGUES	
110244	Ingireira	PORTUGUES	
110244	Ope'y pihaa	PORTUGUES	
110244	Tekweri-pihun-sy	PORTUGUES	
110249	Araticum	PORTUGUES	
110249	Ata brava	PORTUGUES	
110249	Banana de macaco	PORTUGUES	
110249	Bananinha	PORTUGUES	
110249	Bananinha de macaco	PORTUGUES	
110249	Bananinha de quemquem	PORTUGUES	
110249	Fruta de macaco	PORTUGUES	
110249	Pereiro	PORTUGUES	
110252	Araticum	PORTUGUES	
110252	Biribá	PORTUGUES	
110252	Condessa	PORTUGUES	
110252	Fructa da Komdessa	PORTUGUES	
110252	Fruta de Conde	PORTUGUES	
108955	cipó-timbó	PORTUGUES	Sul
109764	cravo	PORTUGUES	Brasil
109765	cravina	PORTUGUES	Brasil
110291	Envira	PORTUGUES	
110252	Fruta de Condessa	PORTUGUES	
110252	Graviola brava	PORTUGUES	
110253	Envira bobó	PORTUGUES	
110253	Envireira bobó	PORTUGUES	
110254	Achecóu	PORTUGUES	
110254	Araticu	PORTUGUES	
110254	Araticu cagão	PORTUGUES	
110254	Araticum	PORTUGUES	
110254	Araticum mirim	PORTUGUES	
110254	Jangada preta	PORTUGUES	
110254	Pindaíba	PORTUGUES	
110254	Pinha	PORTUGUES	
110254	Pinha da mata	PORTUGUES	
110254	Yangada	PORTUGUES	
110256	Araticum	PORTUGUES	
110256	Araticu pecanine	PORTUGUES	
110256	Cortiça	PORTUGUES	
110256	Cortiça-ourica	PORTUGUES	
110256	Curtiça	PORTUGUES	
110256	Curtição	PORTUGUES	
110256	Pinha da mata	PORTUGUES	
110258	Vaovír	PORTUGUES	
110259	Araticum	PORTUGUES	
110265	Envira araticum	PORTUGUES	
110266	Araticum cagão	PORTUGUES	
110272	Envira	PORTUGUES	
110272	Mejo de porco de cerrado	PORTUGUES	
110273	Ata meju	PORTUGUES	
110273	Envira	PORTUGUES	
110273	Envira preta	PORTUGUES	
110273	Envira surucucu	PORTUGUES	
110273	Envireira	PORTUGUES	
110273	Envireira preta	PORTUGUES	
110273	Gabiroba	PORTUGUES	
110273	Invira surucucu	PORTUGUES	
110273	Invireiro surucucu	PORTUGUES	
110273	Morteira	PORTUGUES	
110274	Envira preta	PORTUGUES	
110274	Jurueira sangue	PORTUGUES	
110286	Envira da mata	PORTUGUES	
110286	Pirayauara kiynha	PORTUGUES	
110286	Rudirimo xurumici	PORTUGUES	
110287	Envira	PORTUGUES	
110288	Embira	PORTUGUES	
110297	Caniço	PORTUGUES	
110297	Envira	PORTUGUES	
110297	Envira tanha	PORTUGUES	
110300	Envira surucucu do mata	PORTUGUES	
110300	Envireira	PORTUGUES	
110301	Pindaíba	PORTUGUES	
110303	Ata braba	PORTUGUES	
110303	Envira	PORTUGUES	
110303	Envireira	PORTUGUES	
110304	Envira	PORTUGUES	
110304	Envireira	PORTUGUES	
110304	Envirira surucucu	PORTUGUES	
110305	Xaxerany	PORTUGUES	
110306	Pindaíba	PORTUGUES	
110306	Pindaíba da mata	PORTUGUES	
110310	Invira	PORTUGUES	
110312	Ameju preto	PORTUGUES	
110312	Caniceiro preto	PORTUGUES	
110312	Pina'y	PORTUGUES	
110309	Ameijú	PORTUGUES	
110309	Ameipi	PORTUGUES	
110309	Ameju	PORTUGUES	
110309	Ameju de touceira	PORTUGUES	
110309	Ata braba	PORTUGUES	
110309	Atameju	PORTUGUES	
110309	Envira amarela	PORTUGUES	
110309	Envira preta	PORTUGUES	
110309	Envira surucucu	PORTUGUES	
110309	Envireira	PORTUGUES	
110309	Pindaeua	PORTUGUES	
110313	Alathê	PORTUGUES	
110313	Araticum	PORTUGUES	
110313	Araticum barato do campo	PORTUGUES	
110313	Araticum do campo	PORTUGUES	
110313	Araticum lanato	PORTUGUES	
110313	Araticum lanceta	PORTUGUES	
110313	Araticum rasteiro	PORTUGUES	
110313	Araticum vermelho	PORTUGUES	
110313	Araticumzinho	PORTUGUES	
110313	Araxicumzinho	PORTUGUES	
110313	Ata	PORTUGUES	
110291	Envireira	PORTUGUES	
110319	Capreuva vermelho	PORTUGUES	
110319	Pindabuna	PORTUGUES	
110319	Pindahiba	PORTUGUES	
110319	Pindaíba	PORTUGUES	
110319	Pindaíba branca	PORTUGUES	
110319	Pindaibuna	PORTUGUES	
110319	Pindaúba	PORTUGUES	
110319	Pindaúva	PORTUGUES	
110320	Amtai	PORTUGUES	
110320	Ramomtaim	PORTUGUES	
110321	Ameju	PORTUGUES	
110321	Ata braba	PORTUGUES	
110321	Envira amarela	PORTUGUES	
110322	Ameijú da varzea	PORTUGUES	
110322	Ata brava	PORTUGUES	
110322	Envira	PORTUGUES	
110322	Envira surucucu do mata	PORTUGUES	
110323	Ata miju	PORTUGUES	
110327	Envira folha grande	PORTUGUES	
110328	Araticum	PORTUGUES	
110328	Articum	PORTUGUES	
110328	Biribá	PORTUGUES	
110328	Cundurú	PORTUGUES	
110328	Envira biribá	PORTUGUES	
110328	Meijoí	PORTUGUES	
110329	Envira caju	PORTUGUES	
110329	Envireira	PORTUGUES	
110334	Amejo	PORTUGUES	
110334	Envira	PORTUGUES	
110334	Meijú	PORTUGUES	
110337	Ata	PORTUGUES	
110337	Envira	PORTUGUES	
110337	Envira preta	PORTUGUES	
110338	Ameju	PORTUGUES	
110338	Ameju do igapó	PORTUGUES	
110338	Amuntá en	PORTUGUES	
110338	Ata-meju	PORTUGUES	
110338	Envira branca	PORTUGUES	
110338	Envira de várzea	PORTUGUES	
110338	Envira ferro	PORTUGUES	
110338	Envira jaboty	PORTUGUES	
110344	Araticu da mata	PORTUGUES	
110344	Envira	PORTUGUES	
110344	Envira preta	PORTUGUES	
110344	Envira-tai	PORTUGUES	
110344	Makahy-myra	PORTUGUES	
110350	Arco de pipa da restinga	PORTUGUES	
110351	Pindaíba coroa	PORTUGUES	
110352	Envira conduru	PORTUGUES	
110352	Envira jaboti	PORTUGUES	
110352	Envira preta	PORTUGUES	
110352	Envireira	PORTUGUES	
110352	Invira de jabuty	PORTUGUES	
110352	Surucucu-envira	PORTUGUES	
110353	Ata brava	PORTUGUES	
110353	Envira amarela	PORTUGUES	
110353	Envira jararaca	PORTUGUES	
110353	Envirataia	PORTUGUES	
110353	Invira	PORTUGUES	
110354	Mão de cabra	PORTUGUES	
110354	Pé de jabotí	PORTUGUES	
110356	Araticum	PORTUGUES	
110356	Ata braba	PORTUGUES	
110356	Biribarana	PORTUGUES	
110356	Envira	PORTUGUES	
110356	Envira amargosa	PORTUGUES	
110356	Envira de porco	PORTUGUES	
110356	Envira surucucu	PORTUGUES	
110356	Envireira	PORTUGUES	
110356	Surucucu	PORTUGUES	
110359	Envira	PORTUGUES	
110359	Envireira	PORTUGUES	
110360	Ameju	PORTUGUES	
110360	Envira	PORTUGUES	
110360	Envireira	PORTUGUES	
110360	Pé de gata	PORTUGUES	
110362	Envira caititu	PORTUGUES	
110371	Araticum	PORTUGUES	
110371	Ata	PORTUGUES	
110371	Biribá	PORTUGUES	
110371	Envira	PORTUGUES	
110371	Envira ata	PORTUGUES	
110371	Envira cheirosa	PORTUGUES	
110371	Envira menjuba	PORTUGUES	
110371	Envira preta	PORTUGUES	
110371	Envira preta de lasca	PORTUGUES	
110371	Envira surucucu da preta	PORTUGUES	
110371	Envireira	PORTUGUES	
110371	Espintana	PORTUGUES	
110371	Karãtúã'y	PORTUGUES	
110371	Latoure	PORTUGUES	
110371	Pináyw-hu	PORTUGUES	
110379	Envireira	PORTUGUES	
110384	Envira	PORTUGUES	
110384	Envira amarela	PORTUGUES	
110384	Laranjinha da terra firme	PORTUGUES	
110388	Envira mole da folha grande	PORTUGUES	
110378	Envira preta	PORTUGUES	
110378	Envireira	PORTUGUES	
110364	Envira	PORTUGUES	
110364	Envira dura	PORTUGUES	
110364	Envira preta	PORTUGUES	
110398	Envira da casca verde	PORTUGUES	
110398	Envireira	PORTUGUES	
110399	Envireira	PORTUGUES	
110401	Envira fofa	PORTUGUES	
110401	Envireira	PORTUGUES	
110402	Invira	PORTUGUES	
110404	Envireira	PORTUGUES	
110422	Envira	PORTUGUES	
110422	Envira preta	PORTUGUES	
110422	Envireira	PORTUGUES	
110423	Envira	PORTUGUES	
110424	Chaporoasca	PORTUGUES	
110429	Envira preta	PORTUGUES	
110431	Envira cajú	PORTUGUES	
110431	Envira manga de anta	PORTUGUES	
110439	Envira amarela	PORTUGUES	
110440	Envira preta	PORTUGUES	
110440	Envireira	PORTUGUES	
110447	Envira da mata	PORTUGUES	
110451	Envira	PORTUGUES	
110451	Imbira	PORTUGUES	
110451	Invira	PORTUGUES	
110452	Envira preta	PORTUGUES	
110452	Envireira	PORTUGUES	
110477	Envira de tucano	PORTUGUES	
110482	Envireira	PORTUGUES	
110483	Envira preta	PORTUGUES	
110483	Envireira	PORTUGUES	
110487	Envira preta	PORTUGUES	
110489	Envira cajú	PORTUGUES	
110489	Envira casca rocha	PORTUGUES	
110489	Envira preta	PORTUGUES	
110490	Envira cajú	PORTUGUES	
110490	Inuira cajú	PORTUGUES	
110494	Envira preta	PORTUGUES	
110501	Atinha	PORTUGUES	
110505	Envira preta	PORTUGUES	
110505	Envira vassourinha	PORTUGUES	
110507	Banana de macaco	PORTUGUES	
110507	Banana do mato	PORTUGUES	
110507	Pau de zinga	PORTUGUES	
110507	Pindaíba do mato	PORTUGUES	
110512	Envira	PORTUGUES	
110518	Envira camuci	PORTUGUES	
110518	Envireira folha miuda	PORTUGUES	
110518	Lamuci	PORTUGUES	
110521	Envira amarela	PORTUGUES	
110521	Envira margosa	PORTUGUES	
110521	Envira preta	PORTUGUES	
110522	Envira preta	PORTUGUES	
110525	Envira	PORTUGUES	
110525	Envira branca	PORTUGUES	
110525	Envireira	PORTUGUES	
110525	Envrira amargosa	PORTUGUES	
110529	Piaçaba	PORTUGUES	
110539	Pindaíba da mussununga	PORTUGUES	
110540	Pindaíba	PORTUGUES	
110540	Pindaíba preta	PORTUGUES	
110542	Envira	PORTUGUES	
110542	Envira cascuda	PORTUGUES	
110542	Envira preta	PORTUGUES	
110542	Envira surucucu	PORTUGUES	
110542	Envireira	PORTUGUES	
110544	Envira	PORTUGUES	
110544	Envira preta	PORTUGUES	
110544	Envireira	PORTUGUES	
110548	Pindaíba	PORTUGUES	
110549	Imbiú branco	PORTUGUES	
110549	Imbiú preto	PORTUGUES	
110552	Envira cheirosa folha grande	PORTUGUES	
110553	Envira cascuda	PORTUGUES	
110553	Envira preta	PORTUGUES	
110553	Envira surucucú	PORTUGUES	
110553	Envireira	PORTUGUES	
110553	Pindaíba	PORTUGUES	
110553	Pindaíba preta	PORTUGUES	
110557	Bananinha	PORTUGUES	
110557	Begerecum	PORTUGUES	
110557	Cedro do campo	PORTUGUES	
110557	Envireira	PORTUGUES	
110557	Imbiriba	PORTUGUES	
110557	Pimenta de macaco	PORTUGUES	
110557	Pimenteira	PORTUGUES	
110557	Pindaíba	PORTUGUES	
110557	Pindaíba de macaco	PORTUGUES	
110557	Pindaíba do campo	PORTUGUES	
110559	Envira	PORTUGUES	
110559	Invira amarela	PORTUGUES	
110560	Casca de barata	PORTUGUES	
110560	Embira	PORTUGUES	
110560	Erva doce	PORTUGUES	
110560	Guamirim	PORTUGUES	
110560	Pimenta	PORTUGUES	
110560	Pindaíba	PORTUGUES	
110560	Pindaíba vermelha	PORTUGUES	
110560	Pindauva	PORTUGUES	
110560	Pindauvúna	PORTUGUES	
110561	Envira vassourinha	PORTUGUES	
110562	Inbiriba	PORTUGUES	
110562	Pau santo	PORTUGUES	
110568	Envira chichi	PORTUGUES	
110568	Envira folha fina	PORTUGUES	
110568	Pindaíba	PORTUGUES	
110568	Pindaíba preta	PORTUGUES	
110570	Embira	PORTUGUES	
110570	Embiriba	PORTUGUES	
110570	Embiribinha	PORTUGUES	
110570	Envira	PORTUGUES	
110570	Envirira	PORTUGUES	
110570	Pindaíba de folha miúda	PORTUGUES	
110570	Pindaíba preta	PORTUGUES	
110570	Sementes de imbira	PORTUGUES	
110571	Pindaíba	PORTUGUES	
110572	Mium	PORTUGUES	
110572	Mium preto	PORTUGUES	
110572	Pindaíba	PORTUGUES	
110572	Pindaíba amarela	PORTUGUES	
110572	Pindaíba branca	PORTUGUES	
110572	Pindaíba cutia	PORTUGUES	
110572	Pindaíba vermelha	PORTUGUES	
110573	Pindauva	PORTUGUES	
110576	Envira pimenta	PORTUGUES	
110580	Coração	PORTUGUES	
110580	Pindaíba	PORTUGUES	
110583	Chapéu de sol	PORTUGUES	
110583	Embira	PORTUGUES	
110583	Embira vermelha	PORTUGUES	
110583	Pau de embira	PORTUGUES	
110583	Pimenta	PORTUGUES	
110583	Pimenta de macaco	PORTUGUES	
110583	Pimenta dos negros	PORTUGUES	
110583	Pimenteira	PORTUGUES	
110583	Pindaíba	PORTUGUES	
110583	Pindaíba branca	PORTUGUES	
110583	Pindaíba preta	PORTUGUES	
110583	Semente de embira	PORTUGUES	
110583	Tucaneiro	PORTUGUES	
110627	Canna do brejo	PORTUGUES	
110627	Canna do brejo amarela	PORTUGUES	
110628	Caeté	PORTUGUES	
110628	Caité de thallo roxo	PORTUGUES	
110629	Caité do brejo	PORTUGUES	
110724	Pacova de macaco	PORTUGUES	
111130	azeitoninha-das-nuvens	PORTUGUES	São Paulo
111145	blue panic grass	INGLES	
111211	capim bandeira	PORTUGUES	Sul
111277	canela-conserva	PORTUGUES	São Paulo
111277	catatu	PORTUGUES	Paraná
111277	congonha	PORTUGUES	Rio de Janeiro
111277	congonha-de-folha-grande	PORTUGUES	Rio de Janeiro
111277	mandioqueira	PORTUGUES	Paraná
111277	orelha-de-onça	PORTUGUES	Rio de Janeiro
111306	botão-de-ouro	PORTUGUES	sudeste
16792	goiabinha	PORTUGUES	Norte
111358	cipó-timbó-do Rio grande do Sul	PORTUGUES	Sul
111436	congoinha	PORTUGUES	Minas Gerais
111436	congonha	PORTUGUES	Minas Gerais
111436	congonha-do-campo	PORTUGUES	Minas Gerais
111436	maria-mole	PORTUGUES	Paraná
111436	veadeira-do-campo	PORTUGUES	Paraná
111588	cucum	PORTUGUES	Sudeste
111724	pau-amargo	PORTUGUES	
111724	paratudo	PORTUGUES	Sudeste
111724	pau-para-tudo	PORTUGUES	Sul
111724	pimenteira	PORTUGUES	Sudeste
111826	coentro	PORTUGUES	sul
111876	Embira	PORTUGUES	Bahia
111876	Taipoca	PORTUGUES	Bahia
111950	Capim bobó	PORTUGUES	Sul
112020	pau amarelo (?)	PORTUGUES	amazonas
112045	café-bravo	PORTUGUES	Sudeste
112045	cafezinho-do-mato	PORTUGUES	Sudeste
112049	pita, piteira	PORTUGUES	Sudeste
112092	mal-me-quer-amarelo	PORTUGUES	Sul
112097	Cipó-salsa	PORTUGUES	Sudeste
112097	Salsaparrilha	PORTUGUES	Sudeste e Nordeste
112105	Salsaparrilha	PORTUGUES	Mato Grosso do Sul
112106	Cipó-salsa	PORTUGUES	Pr
112106	Japecanga	PORTUGUES	SP
112106	Salsa-do-mato	PORTUGUES	SP
16991	Sweet-potato	INGLES	
112106	Salsaparilha	PORTUGUES	Sudeste e MS
112164	cumacaí	PORTUGUES	Norte
112164	timbó-cortiça	PORTUGUES	Norte
112209	Amendoim-bravo	PORTUGUES	Nordeste, Sudeste
112210	Anileira	PORTUGUES	Sudeste
111353	camihua-cipó	PORTUGUES	Sudeste
110579	Tupã-wyra	PORTUGUES	
110293	Envireira	PORTUGUES	
110673	Capim de semente	PORTUGUES	
110374	Envira caju	PORTUGUES	
110374	Envira tambaqui	PORTUGUES	
112461	pente-de-macaco	PORTUGUES	Brasil
112500	alecrim-do-campo	PORTUGUES	Brasil
112500	catuaba	PORTUGUES	Brasil
112500	catuaba-verdadeira	PORTUGUES	Brasil
112500	catuabinha	PORTUGUES	Brasil
113356	cajuru	PORTUGUES	Brasil
113356	carajiru	PORTUGUES	Brasil
113356	carajunu	PORTUGUES	Brasil
113356	carajuru	PORTUGUES	Brasil
113356	chica	PORTUGUES	Brasil
113356	china	PORTUGUES	Brasil
113356	cipó-cruz	PORTUGUES	Brasil
113356	cipó-pau	PORTUGUES	Brasil
113356	coá-piranga	PORTUGUES	Brasil
113356	crajiru	PORTUGUES	Brasil
113356	crajuru	PORTUGUES	Brasil
113356	cuica	PORTUGUES	Brasil
113356	guajuru	PORTUGUES	Brasil
113356	guajuru-piranga	PORTUGUES	Brasil
113356	guarajuru	PORTUGUES	Brasil
113356	oajuru	PORTUGUES	Brasil
113356	oajuru-piranga	PORTUGUES	Brasil
113356	paripari	PORTUGUES	Brasil
113356	pariri	PORTUGUES	Brasil
113356	piranga	PORTUGUES	Brasil
113406	cipó-quebrador	PORTUGUES	sudeste
113866	cipó-de-são-joão	PORTUGUES	Sudeste
114004	cuia maraca	PORTUGUES	Brasil
114004	cuia pequena	PORTUGUES	Brasil
114004	cuia pequena de igapó	PORTUGUES	Brasil
114004	cuiupi	PORTUGUES	Brasil
114004	tapara	ESPANHOL	Venezuela
114004	tapara montanera	ESPANHOL	Venezuela
114004	taparo de agua	ESPANHOL	Venezuela
114004	totumo	ESPANHOL	Venezuela
114007	árvore-de-cuia	PORTUGUES	Brasil
114007	ayale	ESPANHOL	México (costa oeste: Sinaloa a Guerrero)
114007	buhango	ESPANHOL	Peru (Amazonia)
114007	cabaceira	PORTUGUES	Brasil
114007	calabasa	ESPANHOL	Cuba
114007	calabash	INGLES	Bermuda
114007	calbas	HOLANDES	Curaçao
114007	calbas rondo	HOLANDES	Curaçao
114007	calebassier	FRANCES	Guiana Francesa
114007	callebasse boite	INGLES	Dominica
114007	callebasse coricon	INGLES	Dominica
114007	callebasse longue	INGLES	Dominica
114007	cerial	ESPANHOL	México (costa oeste: Sinaloa a Guerrero)
114007	cirian mazo	ESPANHOL	México (costa oeste: Sinaloa a Guerrero)
114007	coitê	PORTUGUES	Brasil
114007	cueira	PORTUGUES	Brasil
114007	cuia	PORTUGUES	Brasil
114007	cuitê	PORTUGUES	Brasil
114007	cuiteseiva	PORTUGUES	Brasil
114007	güira	ESPANHOL	Cuba
28140	Jatobá	PORTUGUES	
114007	güira del monte	ESPANHOL	Cuba
114007	higuera	ESPANHOL	Porto Rico
114007	higuero	ESPANHOL	Porto Rico
114007	hoco	ESPANHOL	México (Yucatan (Maya))
114007	huaz	ESPANHOL	México (Yucatan (Maya))
114007	huingo	ESPANHOL	Peru (Amazonia)
114007	jicara	ESPANHOL	México (leste e sul) a Honduras
114007	jicaro	ESPANHOL	México (leste e sul) a Honduras
114007	Kabami	ESPANHOL	Honduras (Wisperini)
114007	kalabash	HOLANDES	Curaçao
114007	luch	ESPANHOL	México (Yucatan (Maya))
114007	mate	ESPANHOL	Equador
114007	morro	ESPANHOL	México (leste e sul) a Honduras
114007	pati	ESPANHOL	Peru (Amazonia)
114007	pilche	ESPANHOL	Equador
114007	pilchimate	ESPANHOL	Equador
114007	porobamba	ESPANHOL	Bolívia
114007	sacha huingo	ESPANHOL	Peru (Amazonia)
114007	tapara	ESPANHOL	Peru (costa)
114007	tecomate	ESPANHOL	México (costa oeste: Sinaloa a Guerrero)
113320	cipó-de-gato	PORTUGUES	
113320	cipó-de-morcego	PORTUGUES	
113320	unha-de-gato	PORTUGUES	
113968	cipó-cravo	PORTUGUES	
113969	cipó-cravo	PORTUGUES	
113396	Cipó Una	PORTUGUES	
114007	totuma	ESPANHOL	Peru (costa)
114007	totumo	ESPANHOL	Panamá
114007	totumo cimarron	ESPANHOL	Colômbia
114007	tree calabash	INGLES	Bahamas
114007	tsapa	ESPANHOL	Peru (Amazonia)
114007	wild calabash	INGLES	Bahamas
114028	caroba-de-flor-verde	PORTUGUES	Brasil
114028	caroba-do-campo	PORTUGUES	Brasil
114028	carobinha verde	PORTUGUES	Brasil
114028	cinco chagas	PORTUGUES	Brasil
114028	espeguilla	ESPANHOL	Peru (Quillabamba area)
114028	fava-de-aranha	PORTUGUES	Brasil
114028	ipê-de-flor-verde	PORTUGUES	Brasil
114028	ipê-mandioca	PORTUGUES	Brasil
114028	ipê-mirim	PORTUGUES	Brasil
114028	ipê pardo	PORTUGUES	Brasil
114028	ipê-verde	PORTUGUES	Brasil
114028	llangua	ESPANHOL	Peru (Tarapoto-Marañón area)
114028	llangua colorado	ESPANHOL	Peru (Tarapoto-Marañón area)
114028	orcco-huoranhuay	ESPANHOL	Peru (Quillabamba area)
114028	pau-de-mulato	PORTUGUES	Brasil
114028	taiiy hoby	ESPANHOL	Paraguai
114028	yangua	ESPANHOL	Peru (Tarapoto-Marañón area)
114028	yangua caspi	ESPANHOL	Peru (Tarapoto-Marañón area)
114028	yangua tinctoria	ESPANHOL	Peru (Tarapoto-Marañón area)
114203	ipe peroba	PORTUGUES	
114257	caraiba	PORTUGUES	
114257	cinco folhas do campo	PORTUGUES	
114257	ipe	PORTUGUES	
114257	ipe-amarelo	PORTUGUES	
114267	caixeta	PORTUGUES	
114267	pau de tamanco	PORTUGUES	
114267	tabebuya	PORTUGUES	
114267	tagibibuia	PORTUGUES	
114277	pau d'arco	PORTUGUES	
114277	pau d'arco branco	PORTUGUES	
114113	caroba	PORTUGUES	
114113	caroba muuda	PORTUGUES	
114126	pará parai mi	PORTUGUES	
114185	caroba do campo	PORTUGUES	
114185	perobinha	PORTUGUES	
114109	caroba	PORTUGUES	
114109	castello do cavallo	PORTUGUES	
114124	caroba	PORTUGUES	
114124	pará parai guazú	PORTUGUES	
114131	caroba	PORTUGUES	
114131	paparauba de rato	PORTUGUES	
114141	caroba	PORTUGUES	
114141	carobinha	PORTUGUES	
114147	carobo	PORTUGUES	
114147	carobo miuda	PORTUGUES	
114150	carabobinho	PORTUGUES	
114150	caroba	PORTUGUES	
114151	huamansamana	PORTUGUES	
114153	caroba	PORTUGUES	
114153	caroba do mato	PORTUGUES	
114155	caroba	PORTUGUES	
114163	carobinha	PORTUGUES	
114174	caroba	PORTUGUES	
114174	carobinha	PORTUGUES	
114292	pau d'arco	PORTUGUES	
114292	pau d'arco amarelo	PORTUGUES	
114292	pou d'arco	PORTUGUES	
114251	aipe	PORTUGUES	
114251	ipe	PORTUGUES	
114251	ipe-amarelo	PORTUGUES	
114251	ipe-branco	PORTUGUES	
114251	ipe-da-serra	PORTUGUES	
114251	ipe-mamono	PORTUGUES	
114251	ipe-mandioca	PORTUGUES	
114255	ipe preto	PORTUGUES	
114263	ipe amarello	PORTUGUES	
114263	ipeuva	PORTUGUES	
114265	pau d'arco	PORTUGUES	
114265	pau d'arco amarelo	PORTUGUES	
114265	pau d'arco preto	PORTUGUES	
114265	pau d'arco tatajipoca	PORTUGUES	
114268	pau santo	PORTUGUES	
114270	aipe	PORTUGUES	
114270	ipe	PORTUGUES	
114270	ipe amarelo	PORTUGUES	
114270	ipe do morro	PORTUGUES	
114270	ipe tabaco	PORTUGUES	
114270	pau mulato	PORTUGUES	
114274	ipe amarelo	PORTUGUES	
114274	pau d'arco amarelo	PORTUGUES	
114285	ipe cabroe	PORTUGUES	
114285	ipe roxo	PORTUGUES	
114285	pau d'arco roxo	PORTUGUES	
114290	ipe preto	PORTUGUES	
114290	ipe rosa	PORTUGUES	
114290	ipe roxo	PORTUGUES	
114576	espinilho	PORTUGUES	RS
114595	Purga-de-Caiapó	PORTUGUES	Minas Gerais e Rio de Janeiro
114595	Taiuiá	PORTUGUES	Santa Catarina
114605	Bejuco	ESPANHOL	Colombia
114605	Shiriuka	ESPANHOL	Venezuela
34695	caripé-torrado	PORTUGUES	Norte
125458	pepino	PORTUGUES	
114620	pau-de-remo	PORTUGUES	Acre
114680	Abóbora-do-mato	PORTUGUES	Brasil
114680	Pepinello	ESPANHOL	Porto Rico
114779	bocetinha	PORTUGUES	Bahia
114779	estradeira	PORTUGUES	Bahia
114849	barbatimão-miúdo	PORTUGUES	centro-oeste
114875	aroeira	PORTUGUES	Sudeste/ Sul
114875	aroeira-brava	PORTUGUES	Sudeste/ Sul
114875	bugreiro	PORTUGUES	sul
115205	Cipó-timbó	PORTUGUES	Centro-Oeste
115205	Timbó-bravo	PORTUGUES	Norte
115206	Timbó-legítimo	PORTUGUES	Norte
115206	Timbó-verdadeiro	PORTUGUES	Norte
115235	cabreúva, roxinho	PORTUGUES	centro oeste
115235	condurú de sangue	PORTUGUES	norte
115271	embira-de-carrapato	PORTUGUES	SE
115271	pau-carrapato	PORTUGUES	SE
115337	Yvyra-ita	ESPANHOL	Paraguai
115389	gibatão	PORTUGUES	Minas Gerais
115421	caapoã	PORTUGUES	São Paulo
115421	peroba d'água	PORTUGUES	São Paulo
115484	Caqui preto	PORTUGUES	Pará
115484	Piriquiteira	PORTUGUES	Pará
115494	Canella Limão	PORTUGUES	Rio de Janeiro
115559	aroeira-do-Paraná	PORTUGUES	Sul
115559	aroeira-mansa	PORTUGUES	Brasil
115559	aroeira-vermelha	PORTUGUES	Brasil
115562	aroeira-de-brejo	PORTUGUES	Brasil
115562	aroeira-de-praia	PORTUGUES	Brasil
115565	aroeira	PORTUGUES	Brasil
115565	copaeirinha	PORTUGUES	Brasil
115607	cascudinho-do-cerrado	PORTUGUES	Distrito Federal
115607	congoinha	PORTUGUES	Minas Gerais
115607	congonha	PORTUGUES	Minas Gerais
115607	congonha-amarela	PORTUGUES	Minas Gerais
