"original_family","original_name","name_in_Flora","original_ID","final_family","scientificName","taxonID","vernacular_names","notes","tax_notes","notes_fam","nome_especie","establishmentMeans","occurrenceRemarks","location","lifeForm","vegetationType","habitat","GTSearch"
"Fabaceae","Senegalia piauhiensis (Benth.) Seigler & Ebinger","Senegalia piauhiensis (Benth.) Seigler & Ebinger",103285,"Fabaceae","Senegalia piauhiensis (Benth.) Seigler & Ebinger",103285,"jurema-branca-PORTUGUES-CE/jurema-de-caboclo-PORTUGUES-PI","LFB","name ok","","Senegalia piauhiensis","NATIVA","Endemica/Caatinga","BR-SE-BR-PI-BR-PE-BR-CE-BR-BA-BR-AL","Arbusto-Árvore","Caatinga (stricto sensu)","Terrícola","sim"
"Fabaceae","Senna reniformis (G.Don) H.S.Irwin & Barneby","Senna reniformis (G.Don) H.S.Irwin & Barneby",28221,"Fabaceae","Senna reniformis (G.Don) H.S.Irwin & Barneby",28221,,"LFB","name ok","","Senna reniformis","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-MG-BR-SE-BR-BA","Arbusto-Árvore","Campo rupestre-Cerrado (lato sensu)-Floresta Ciliar ou Galeria","Terrícola","sim"
"Fabaceae","Staminodianthus rosae (H.C.Lima) D.B.O.S.Cardoso & H.C.Lima","Staminodianthus rosae (H.C.Lima) D.B.O.S.Cardoso & H.C.Lima",130131,"Fabaceae","Staminodianthus rosae (H.C.Lima) D.B.O.S.Cardoso & H.C.Lima",130131,,"LFB","name ok","","Staminodianthus rosae","NATIVA","Endemica/Amazônia","BR-AM","Árvore","Floresta de Igapó-Floresta de Várzea","Terrícola","sim"
"Fabaceae","Swartzia arumateuana (R. S. Cowan) Torke & Mansano","Swartzia arumateuana (R. S. Cowan) Torke & Mansano",130715,"Fabaceae","Swartzia arumateuana (R. S. Cowan) Torke & Mansano",130715,,"LFB","name ok","","Swartzia arumateuana","NATIVA","Endemica/Amazônia","BR-PA","Árvore","Campo de Várzea","Terrícola","sim"
"Fabaceae","Swartzia corrugata Benth.","Swartzia corrugata Benth.",83770,"Fabaceae","Swartzia corrugata Benth.",83770,"Coração-de-Negro-PORTUGUES-Amazonas","LFB","name ok","","Swartzia corrugata","NATIVA","Endemica/Amazônia","BR-PA-BR-AM","Árvore","Floresta de Terra Firme","Terrícola","sim"
"Fabaceae","Swartzia longistipitata Ducke","Swartzia longistipitata Ducke",78806,"Fabaceae","Swartzia longistipitata Ducke",78806,,"LFB","name ok","","Swartzia longistipitata","NATIVA","Endemica/Amazônia","BR-AM","Árvore","Campinarana-Floresta de Terra Firme","Terrícola","sim"
"Fabaceae","Swartzia oblata R.S.Cowan","Swartzia oblata R.S.Cowan",101174,"Fabaceae","Swartzia oblata R.S.Cowan",101174,,"LFB","name ok","","Swartzia oblata","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG-BR-ES-BR-PR-BR-BA","Árvore","Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Fabaceae","Swartzia parvipetala (R.S.Cowan) Mansano","Swartzia parvipetala (R.S.Cowan) Mansano",102308,"Fabaceae","Swartzia parvipetala (R.S.Cowan) Mansano",102308,,"LFB","name ok","","Swartzia parvipetala","NATIVA","Endemica/Amazônia-Endemica/Cerrado","BR-MA-BR-TO-BR-GO-BR-DF","Árvore","Cerrado (lato sensu)-Floresta Estacional Semidecidual","Terrícola","sim"
"Fabaceae","Swartzia pilulifera Benth.","Swartzia pilulifera Benth.",29896,"Fabaceae","Swartzia pilulifera Benth.",29896,,"LFB","name ok","","Swartzia pilulifera","NATIVA","Endemica/Cerrado","BR-MG","Árvore","Cerrado (lato sensu)-Floresta Estacional Semidecidual","Terrícola","sim"
"Fabaceae","Swartzia polita (R.S.Cowan) Torke","Swartzia polita (R.S.Cowan) Torke",101175,"Fabaceae","Swartzia polita (R.S.Cowan) Torke",101175,,"LFB","name ok","","Swartzia polita","NATIVA","Endemica/Mata Atlântica","BR-BA","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Fabaceae","Swartzia psilonema Harms","Swartzia psilonema Harms",102482,"Fabaceae","Swartzia psilonema Harms",102482,,"LFB","name ok","","Swartzia psilonema","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-MG-BR-PI-BR-MA-BR-CE-BR-BA-BR-PA","Árvore","Caatinga (stricto sensu)-Carrasco-Cerrado (lato sensu)-Floresta de Terra Firme","Terrícola","sim"
"Fabaceae","Tachigali goeldiana (Huber) L.G.Silva & H.C.Lima","Tachigali goeldiana (Huber) L.G.Silva & H.C.Lima",106816,"Fabaceae","Tachigali goeldiana (Huber) L.G.Silva & H.C.Lima",106816,,"LFB","name ok","","Tachigali goeldiana","NATIVA","Endemica/Amazônia","BR-RR-BR-PA-BR-AM","Árvore","Floresta de Igapó-Floresta de Várzea-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Fabaceae","Tachigali rubiginosa (Mart. ex Tul.) Oliveira-Filho","Tachigali rubiginosa (Mart. ex Tul.) Oliveira-Filho",106844,"Fabaceae","Tachigali rubiginosa (Mart. ex Tul.) Oliveira-Filho",106844,,"LFB","name ok","","Tachigali rubiginosa","NATIVA","Endemica/Cerrado","BR-PI-BR-TO-BR-MG-BR-MA-BR-BA-BR-MT-BR-MS-BR-GO","Árvore","Cerrado (lato sensu)-Floresta Ciliar ou Galeria","Terrícola","sim"
"Gentianaceae","Macrocarpaea glaziovii Gilg","Macrocarpaea glaziovii Gilg",7771,"Gentianaceae","Macrocarpaea glaziovii Gilg",7771,,"LFB","name ok","","Macrocarpaea glaziovii","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Humiriaceae","Humiriastrum mussungense Cuatrec.","Humiriastrum mussungense Cuatrec.",7979,"Humiriaceae","Humiriastrum mussungense Cuatrec.",7979,,"LFB","name ok","","Humiriastrum mussungense","NATIVA","Endemica/Mata Atlântica","BR-ES","Árvore","Restinga","Terrícola",
"Humiriaceae","Vantanea bahiaensis Cuatrec.","Vantanea bahiaensis Cuatrec.",7986,"Humiriaceae","Vantanea bahiaensis Cuatrec.",7986,,"LFB","name ok","","Vantanea bahiaensis","NATIVA","Endemica/Mata Atlântica","BR-BA","Árvore","Área Antrópica","Terrícola","sim"
"Hypericaceae","Vismia atlantica L. Marinho & M.V. Martins","Vismia atlantica L. Marinho & M.V. Martins",583085,"Hypericaceae","Vismia atlantica L. Marinho & M.V. Martins",583085,,"LFB","name ok","","Vismia atlantica","NATIVA","Endemica/Mata Atlântica","BR-ES-BR-BA","Árvore","Floresta Estacional Semidecidual-Floresta Ombrófila Mista",,"sim"
"Hypericaceae","Vismia cauliflora A.C.Sm.","Vismia cauliflora A.C.Sm.",84116,"Hypericaceae","Vismia cauliflora A.C.Sm.",84116,,"LFB","name ok","","Vismia cauliflora","NATIVA","Endemica/Amazônia","BR-AM","Árvore","Floresta de Terra Firme","Terrícola","sim"
"Hypericaceae","Vismia magnoliifolia Cham. & Schltdl.","Vismia magnoliifolia Cham. & Schltdl.",8014,"Hypericaceae","Vismia magnoliifolia Cham. & Schltdl.",8014,,"LFB","name ok","","Vismia magnoliifolia","NATIVA","Endemica/Mata Atlântica","BR-ES-BR-RJ-BR-MG","Árvore","Floresta Ciliar ou Galeria-Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Hypericaceae","Vismia micrantha A.St.-Hil.","Vismia micrantha A.St.-Hil.",8016,"Hypericaceae","Vismia micrantha A.St.-Hil.",8016,,"LFB","name ok","","Vismia micrantha","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG","Arbusto-Árvore","Campo rupestre-Cerrado (lato sensu)-Floresta Ciliar ou Galeria-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Lacistemataceae","Lacistema serrulatum Mart.","Lacistema serrulatum Mart.",8101,"Lacistemataceae","Lacistema serrulatum Mart.",8101,,"LFB","name ok","","Lacistema serrulatum","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-GO","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Lamiaceae","Cyanocephalus lippioides (Pohl ex Benth.) Harley & J.F.B.Pastore","Cyanocephalus lippioides (Pohl ex Benth.) Harley & J.F.B.Pastore",132588,"Lamiaceae","Cyanocephalus lippioides (Pohl ex Benth.) Harley & J.F.B.Pastore",132588,,"LFB","name ok","","Cyanocephalus lippioides","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-MG-BR-SP","Árvore-Subarbusto","Campo de Altitude-Campo Limpo-Campo rupestre-Cerrado (lato sensu)","Terrícola","sim"
"Lamiaceae","Vitex mexiae Moldenke","Vitex mexiae Moldenke",8369,"Lamiaceae","Vitex mexiae Moldenke",8369,,"LFB","name ok","","Vitex mexiae","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-RJ-BR-SP-BR-MG-BR-PR","Árvore","Floresta Ciliar ou Galeria-Restinga","Terrícola",
"Lamiaceae","Vitex spongiocarpa Ducke","Vitex spongiocarpa Ducke",59859,"Lamiaceae","Vitex spongiocarpa Ducke",59859,,"LFB","name ok","","Vitex spongiocarpa","NATIVA","Endemica/Amazônia","BR-AM","Árvore","Campinarana-Floresta Ciliar ou Galeria-Floresta de Terra Firme","Terrícola","sim"
"Lauraceae","Aniba viridis Mez","Aniba viridis Mez",123035,"Lauraceae","Aniba viridis Mez",123035,"canela de mono-PORTUGUES-sudeste","LFB","name ok","","Aniba viridis","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ","Árvore","Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola","sim"
"Lauraceae","Beilschmiedia emarginata (Meisn.) Kosterm.","Beilschmiedia emarginata (Meisn.) Kosterm.",8387,"Lauraceae","Beilschmiedia emarginata (Meisn.) Kosterm.",8387,,"LFB","name ok","","Beilschmiedia emarginata","NATIVA","Endemica/Mata Atlântica","BR-PR-BR-SP-BR-RJ","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Lauraceae","Beilschmiedia taubertiana (Schwacke & Mez) Kosterm.","Beilschmiedia taubertiana (Schwacke & Mez) Kosterm.",8392,"Lauraceae","Beilschmiedia taubertiana (Schwacke & Mez) Kosterm.",8392,,"LFB","name ok","","Beilschmiedia taubertiana","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG-BR-ES","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Lauraceae","Cinnamomum glaziovii (Mez) Kosterm.","Cinnamomum glaziovii (Mez) Kosterm.",8396,"Lauraceae","Cinnamomum glaziovii (Mez) Kosterm.",8396,,"LFB","name ok","","Cinnamomum glaziovii","NATIVA","Endemica/Mata Atlântica","BR-RJ","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Lauraceae","Cryptocarya micrantha Meisn.","Cryptocarya micrantha Meisn.",8407,"Lauraceae","Cryptocarya micrantha Meisn.",8407,"canela-batalha-PORTUGUES-sudeste/goiaba-de-mico-PORTUGUES-sudeste","LFB","name ok","","Cryptocarya micrantha","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES","Árvore","Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Lauraceae","Cryptocarya riedeliana P.L.R.Moraes","Cryptocarya riedeliana P.L.R.Moraes",8409,"Lauraceae","Cryptocarya riedeliana P.L.R.Moraes",8409,"canela-branca-PORTUGUES-sudeste/canela-murici-PORTUGUES-sudeste","LFB","name ok","","Cryptocarya riedeliana","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-ES-BR-BA","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Lauraceae","Endlicheria glomerata Mez","Endlicheria glomerata Mez",8416,"Lauraceae","Endlicheria glomerata Mez",8416,"canelão-PORTUGUES-sudeste","LFB","name ok","","Endlicheria glomerata","NATIVA","Endemica/Caatinga-Endemica/Cerrado-Endemica/Mata Atlântica","BR-RJ-BR-MG-BR-BA-BR-TO-BR-GO","Árvore","Caatinga (stricto sensu)-Cerrado (lato sensu)-Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Lauraceae","Nectandra leucantha Nees","Nectandra leucantha Nees",8430,"Lauraceae","Nectandra leucantha Nees",8430,"canela branca-PORTUGUES-Sudeste","LFB","name ok","","Nectandra leucantha","NATIVA","Endemica/Mata Atlântica","BR-PR-BR-SP-BR-RJ-BR-MG-BR-SC","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Lauraceae","Ocotea arenicola L.C.S. Assis e Mello-Silva","Ocotea arenicola L.C.S. Assis e Mello-Silva",123015,"Lauraceae","Ocotea arenicola L.C.S. Assis e Mello-Silva",123015,,"LFB","name ok","","Ocotea arenicola","NATIVA","Endemica/Mata Atlântica","BR-ES","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola","sim"
"Lauraceae","Ocotea argentea Mez","Ocotea argentea Mez",8443,"Lauraceae","Ocotea argentea Mez",8443,,"LFB","name ok","","Ocotea argentea","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-ES","Árvore","Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola","sim"
"Lauraceae","Ocotea insignis Mez","Ocotea insignis Mez",8501,"Lauraceae","Ocotea insignis Mez",8501,,"LFB","name ok","","Ocotea insignis","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-ES-BR-BA","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Lauraceae","Ocotea kostermanniana Vattimo-Gil","Ocotea kostermanniana Vattimo-Gil",8464,"Lauraceae","Ocotea kostermanniana Vattimo-Gil",8464,,"LFB","name ok","","Ocotea kostermanniana","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-ES-BR-BA","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Lauraceae","Ocotea microbotrys (Meisn.) Mez","Ocotea microbotrys (Meisn.) Mez",8503,"Lauraceae","Ocotea microbotrys (Meisn.) Mez",8503,,"LFB","name ok","","Ocotea microbotrys","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Lauraceae","Ocotea montana (Meisn.) Mez","Ocotea montana (Meisn.) Mez",8472,"Lauraceae","Ocotea montana (Meisn.) Mez",8472,,"LFB","name ok","","Ocotea montana","NATIVA","Endemica/Mata Atlântica","BR-BA","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Lauraceae","Ocotea oppositifolia S.Yasuda","Ocotea oppositifolia S.Yasuda",25619,"Lauraceae","Ocotea oppositifolia S.Yasuda",25619,,"LFB","name ok","","Ocotea oppositifolia","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-MG-BR-BA","Árvore","Caatinga (stricto sensu)-Campo rupestre-Cerrado (lato sensu)","Terrícola","sim"
"Lauraceae","Ocotea pluridomatiata A.Quinet","Ocotea pluridomatiata A.Quinet",8506,"Lauraceae","Ocotea pluridomatiata A.Quinet",8506,,"LFB","name ok","","Ocotea pluridomatiata","NATIVA","Endemica/Mata Atlântica","BR-ES","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Lauraceae","Ocotea pulchra Vattimo-Gil","Ocotea pulchra Vattimo-Gil",8481,"Lauraceae","Ocotea pulchra Vattimo-Gil",8481,,"LFB","name ok","","Ocotea pulchra","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-SC","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Lauraceae","Ocotea teleiandra (Meisn.) Mez","Ocotea teleiandra (Meisn.) Mez",8510,"Lauraceae","Ocotea teleiandra (Meisn.) Mez",8510,"canela-jacuá-PORTUGUES-Sudeste/canela-pimenta-PORTUGUES-Sudeste","LFB","name ok","","Ocotea teleiandra","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES-BR-SC-BR-PR","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Lauraceae","Ocotea tenuiflora (Nees) Mez","Ocotea tenuiflora (Nees) Mez",8488,"Lauraceae","Ocotea tenuiflora (Nees) Mez",8488,,"LFB","name ok","","Ocotea tenuiflora","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG-BR-ES","Árvore","Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Lauraceae","Ocotea urbaniana Mez","Ocotea urbaniana Mez",8490,"Lauraceae","Ocotea urbaniana Mez",8490,,"LFB","name ok","","Ocotea urbaniana","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Lauraceae","Ocotea venulosa (Nees) Baitello","Ocotea venulosa (Nees) Baitello",122881,"Lauraceae","Ocotea venulosa (Nees) Baitello",122881,,"LFB","name ok","","Ocotea venulosa","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-SP","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Lauraceae","Ocotea villosa Kosterm.","Ocotea villosa Kosterm.",8494,"Lauraceae","Ocotea villosa Kosterm.",8494,,"LFB","name ok","","Ocotea villosa","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG","Árvore","Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Lauraceae","Persea alba Nees & Mart.","Persea alba Nees & Mart.",8512,"Lauraceae","Persea alba Nees & Mart.",8512,,"LFB","name ok","","Persea alba","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES-BR-SC-BR-PR-BR-BA-BR-GO","Árvore","Cerrado (lato sensu)-Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Lauraceae","Persea aurata Miq.","Persea aurata Miq.",8513,"Lauraceae","Persea aurata Miq.",8513,,"LFB","name ok","","Persea aurata","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-MG-BR-ES-BR-BA-BR-TO-BR-GO","Árvore","Floresta Ciliar ou Galeria-Floresta de Várzea-Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola","sim"
"Lauraceae","Persea caesia Meisn.","Persea caesia Meisn.",8514,"Lauraceae","Persea caesia Meisn.",8514,,"LFB","name ok","","Persea caesia","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-ES-BR-BA","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Malpighiaceae","Byrsonima myricifolia Griseb.","Byrsonima myricifolia Griseb.",8840,"Malpighiaceae","Byrsonima myricifolia Griseb.",8840,,"LFB","name ok","","Byrsonima myricifolia","NATIVA","Endemica/Mata Atlântica","BR-MG-BR-ES-BR-SP-BR-RJ-BR-PR","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Malpighiaceae","Byrsonima nitidifolia A.Juss.","Byrsonima nitidifolia A.Juss.",25707,"Malpighiaceae","Byrsonima nitidifolia A.Juss.",25707,,"LFB","name ok","","Byrsonima nitidifolia","NATIVA","Endemica/Caatinga-Endemica/Cerrado-Endemica/Mata Atlântica","BR-ES-BR-PE-BR-CE-BR-BA","Árvore","Caatinga (stricto sensu)-Cerrado (lato sensu)-Floresta Estacional Semidecidual-Vegetação Sobre Afloramentos Rochosos","Rupícola-Terrícola","sim"
"Malpighiaceae","Byrsonima perseifolia Griseb.","Byrsonima perseifolia Griseb.",8844,"Malpighiaceae","Byrsonima perseifolia Griseb.",8844,,"LFB","name ok","","Byrsonima perseifolia","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-ES-BR-MG-BR-SP-BR-RJ","Árvore","Restinga","Terrícola","sim"
"Malpighiaceae","Heteropterys sincorensis W.R. Anderson","Heteropterys sincorensis W.R. Anderson",19459,"Malpighiaceae","Heteropterys sincorensis W.R. Anderson",19459,,"LFB","name ok","","Heteropterys sincorensis","NATIVA","Endemica/Caatinga","BR-BA","Arbusto-Árvore","Campo rupestre","Terrícola","sim"
"Malpighiaceae","Ptilochaeta glabra Nied.","Ptilochaeta glabra Nied.",30504,"Malpighiaceae","Ptilochaeta glabra Nied.",30504,,"LFB","name ok","","Ptilochaeta glabra","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-MG-BR-BA-BR-MS","Arbusto-Árvore","Caatinga (stricto sensu)-Cerrado (lato sensu)","Terrícola","sim"
"Malvaceae","Ceiba crispiflora (Kunth) Ravenna","Ceiba crispiflora (Kunth) Ravenna",9033,"Malvaceae","Ceiba crispiflora (Kunth) Ravenna",9033,,"LFB","name ok","","Ceiba crispiflora","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Malvaceae","Ceiba glaziovii (Kuntze) K.Schum.","Ceiba glaziovii (Kuntze) K.Schum.",9035,"Malvaceae","Ceiba glaziovii (Kuntze) K.Schum.",9035,,"LFB","name ok","","Ceiba glaziovii","NATIVA","Endemica/Caatinga","BR-SE-BR-RN-BR-PE-BR-PB-BR-CE-BR-BA","Árvore","Caatinga (stricto sensu)","Terrícola","sim"
"Malvaceae","Eriotheca pentaphylla (Vell. & K.Schum.) A.Robyns","Eriotheca pentaphylla (Vell. & K.Schum.) A.Robyns",9053,"Malvaceae","Eriotheca pentaphylla (Vell. & K.Schum.) A.Robyns",9053,,"LFB","name ok","","Eriotheca pentaphylla","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Malvaceae","Helicteres macropetala A.St.-Hil.","Helicteres macropetala A.St.-Hil.",9071,"Malvaceae","Helicteres macropetala A.St.-Hil.",9071,,"LFB","name ok","","Helicteres macropetala","NATIVA","Endemica/Caatinga-Endemica/Mata Atlântica","BR-RJ-BR-MG-BR-ES-BR-PE-BR-PB-BR-CE-BR-BA-BR-AL","Arbusto-Árvore-Subarbusto","Área Antrópica-Caatinga (stricto sensu)-Carrasco-Floresta Estacional Decidual-Floresta Ombrófila (= Floresta Pluvial)-Vegetação Sobre Afloramentos Rochosos","Terrícola","sim"
"Malvaceae","Mollia burchellii Sprague","Mollia burchellii Sprague",32934,"Malvaceae","Mollia burchellii Sprague",32934,,"LFB","name ok","","Mollia burchellii","NATIVA","Endemica/Amazônia-Endemica/Cerrado","BR-MA-BR-AM-BR-MT","Árvore","Floresta Ciliar ou Galeria","Terrícola","sim"
"Malvaceae","Pavonia calyculosa A.St.-Hil. & Naudin","Pavonia calyculosa A.St.-Hil. & Naudin",9123,"Malvaceae","Pavonia calyculosa A.St.-Hil. & Naudin",9123,,"LFB","name ok","","Pavonia calyculosa","NATIVA","Endemica/Mata Atlântica","BR-ES-BR-BA","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Malvaceae","Pavonia makoyana E.Morren","Pavonia makoyana E.Morren",9155,"Malvaceae","Pavonia makoyana E.Morren",9155,,"LFB","name ok","","Pavonia makoyana","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-ES-BR-BA","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Malvaceae","Pseudobombax petropolitanum A.Robyns","Pseudobombax petropolitanum A.Robyns",603542,"Malvaceae","Pseudobombax petropolitanum A.Robyns",603542,,"LFB","name ok","","Pseudobombax petropolitanum","NATIVA","Endemica/Mata Atlântica","BR-ES-BR-RJ","Arbusto-Árvore","Campo de Altitude-Vegetação Sobre Afloramentos Rochosos","Rupícola","sim"
"Malvaceae","Pterygota brasiliensis Allemão","Pterygota brasiliensis Allemão",9198,"Malvaceae","Pterygota brasiliensis Allemão",9198,,"LFB","name ok","","Pterygota brasiliensis","NATIVA","Endemica/Mata Atlântica","BR-ES-BR-MG-BR-RJ-BR-PE","Árvore",,,"sim"
"Malvaceae","Quararibea ochrocalyx (K.Schum.) Vischer","Quararibea ochrocalyx (K.Schum.) Vischer",23579,"Malvaceae","Quararibea ochrocalyx (K.Schum.) Vischer",23579,,"LFB","name ok","","Quararibea ochrocalyx","NATIVA","Endemica/Amazônia","BR-PA-BR-AM-BR-AC","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola",
"Melastomataceae","Behuria insignis Cham.","Behuria insignis Cham.",9405,"Melastomataceae","Behuria insignis Cham.",9405,,"LFB","name ok","","Behuria insignis","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-PR","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Melastomataceae","Huberia consimilis Baumgratz","Huberia consimilis Baumgratz",9481,"Melastomataceae","Huberia consimilis Baumgratz",9481,"mangue-do-mato-PORTUGUES-Sudeste","LFB","name ok","","Huberia consimilis","NATIVA","Endemica/Caatinga-Endemica/Cerrado-Endemica/Mata Atlântica","BR-RJ-BR-PE-BR-BA","Árvore","Floresta Estacional Decidual-Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Melastomataceae","Huberia glazioviana Cogn.","Huberia glazioviana Cogn.",9483,"Melastomataceae","Huberia glazioviana Cogn.",9483,,"LFB","name ok","","Huberia glazioviana","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG","Arbusto-Árvore","Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Melastomataceae","Lavoisiera nervulosa Naudin","Lavoisiera nervulosa Naudin",19630,"Melastomataceae","Lavoisiera nervulosa Naudin",19630,,"LFB","name ok","","Lavoisiera nervulosa","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-BA-BR-MG","Arbusto-Árvore","Campo rupestre","Terrícola","sim"
"Melastomataceae","Leandra cogniauxii (D'El Rei Souza) Reginato","Leandra cogniauxii (D'El Rei Souza) Reginato",605478,"Melastomataceae","Leandra cogniauxii (D'El Rei Souza) Reginato",605478,,"LFB",,"","Leandra cogniauxii","NATIVA","Endemica/Mata Atlântica","BR-MG","Arbusto-Árvore","Floresta Estacional Semidecidual","Terrícola",
"Melastomataceae","Leandra fallacissima Markgr.","Leandra fallacissima Markgr.",9537,"Melastomataceae","Leandra fallacissima Markgr.",9537,,"LFB","name ok","","Leandra fallacissima","NATIVA","Endemica/Mata Atlântica","BR-ES","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Melastomataceae","Leandra lancifolia Cogn.","Leandra lancifolia Cogn.",9559,"Melastomataceae","Leandra lancifolia Cogn.",9559,,"LFB","name ok","","Leandra lancifolia","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-SP-BR-BA-BR-RJ-BR-MG-BR-ES","Arbusto-Árvore","Cerrado (lato sensu)-Floresta Ombrófila (= Floresta Pluvial)","Terrícola","sim"
"Melastomataceae","Leandra pennipilis (Triana) Cogn.","Leandra pennipilis (Triana) Cogn.",9593,"Melastomataceae","Leandra pennipilis (Triana) Cogn.",9593,,"LFB","name ok","","Leandra pennipilis","NATIVA","Endemica/Cerrado","BR-MG","Arbusto-Árvore-Subarbusto","Campo rupestre-Cerrado (lato sensu)","Terrícola","sim"
